Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
chill to the bone,to get frightened or scare somebody,chill to the bone and My cousin claims that she does not get a chill to the bone,scared and My cousin claims that she does not get scared,B I I I O O O O O O O O O I I I I I,B O O O O O O O O O I
spin a yarn,to tell a long & fanciful story,Kids like to have their grandparents spin a yarn for them .,Kids like to have their grandparents tell a tale for them .,O O O O O O B O I O O O,O O O O O O B O I O O O
spin a yarn,to tell a long & fanciful story,His sister always spins a yarn about her childhood .,His sister always told stories about her childhood .,O O O B I I O O O O,O O O B I O O O O
spin a yarn,to tell a long & fanciful story,Her father has to spin a yarn each night to make his daughter sleep else she would start crying,Her father has to tell a tale each night to make his daughter sleep else she would start crying,O O O O B O I O O O O O O O O O O O O,O O O O B O I O O O O O O O O O O O O
spin a yarn,to tell a long & fanciful story,There are stories about courage of many warriors and Who knows if they are just spinning yarns .,There are stories about courage of many warriors and Who knows if they are just making up tales .,O O O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O O O B I I O
spin a yarn,to tell a long & fanciful story,Do n't you think most of the saints spin a yarn when narrating the mystic stories ?,Do n't you think most of the saints stretch the truth when narrating the mystic stories ?,O O O O O O O O B I I O O O O O O,O O O O O O O O B O I O O O O O O
spin a yarn,to tell a long & fanciful story,I do not believe him and He has old habit of spinning yarns about his school days . ',I do not believe him and He has old habit of telling fictional stories about his school days . ',O O O O O O O O O O O B I O O O O O O,O O O O O O O O O O O B I I O O O O O O
dead end,"a street, corridor, road, pipe etc., that has no exit",This narrow passage dead-ends at the park .,This narrow passage ends at the park .,O O O B O O O O,O O O B O O O O
dead end,"a street, corridor, road, pipe etc., that has no exit",Burger shop is at the border of village on a dead end street .,Burger shop is at the border of village on a street with no exit .,O O O O O O O O O O B I O O,O O O O O O O O O O O B I I O
dead end,"a street, corridor, road, pipe etc., that has no exit",He reached a dead end when walking along the street .,He reached the end when walking along the street .,O O B I O O O O O O O,O O O O O O O O O O
dead end,"a street, corridor, road, pipe etc., that has no exit",The road has a dead end halfway up the mountain .,The road has no exit halfway up the mountain .,O O O B I I O O O O O,O O O B I O O O O O
dead end,"a street, corridor, road, pipe etc., that has no exit",He had to turn his bike around since the trail has a dead end .,He had to turn his bike around since the trail has no exit .,O O O O O O O O O O O B I I O,O O O O O O O O O O O B I O
dead end,the situation or project with no prospects of improvements,The interlocutors have reached a dead end in their efforts to discover a peaceful solution to the imbroglio .,The interlocutors have reached an end leading nowhere in their efforts to discover a peaceful solution to the imbroglio .,O O O O O B O O O O O O O O O O O O O,O O O O B O I I O O O O O O O O O O O O
dead end,the situation or project with no prospects of improvements,In spite of the scientist 's efforts the research leads to a dead end .,In spite of the scientist 's efforts the research leads to an end .,O O O O O O O O O O O B I O O,O O O O O O O O O O O B O O
dead end,the situation or project with no prospects of improvements,Negotiators have reached a dead end in their attempts to find a peaceful solution .,Negotiators have made no improvements in their attempts to find a peaceful solution .,O O B O I I O O O O O O O O O,O O B I I O O O O O O O O O
dead end,the situation or project with no prospects of improvements,She perceives that her career is at a dead end .,She perceives that her career will have no improvements .,O O O O O B I I I I O,O O O O O B I I I O
dead end,the situation or project with no prospects of improvements,We had several customer leads that ll turned out to be dead ends .,We had several customer leads that ll turned out to be no improvements .,O O O O O O O O O O O B I O,O O O O O O O O O O O B I O
practice makes perfect,to keep practicing to get better at (certain) skills,There is nothing like enough practice and eventually it is the practice that will make you perfect .,There is nothing like enough practice and eventually it is the amount of practice that you put in that will get you better at it .,O O O O O O O O O O O O O O B O I O,O O O O O O O O O O O B I O O O I I O O I O I I O O
practice makes perfect,to keep practicing to get better at (certain) skills,I have done this assignment so many times now that I can do it with my eyes closed and practice has made me perfect at it !,I have done this assignment so many times now that I can do it with my eyes closed and doing it so many times has made me a master !,O O O O O O O O O O O O O O O O O O O B O O O I I O O,O O O O O O O O O O O O O O O O O O O B O O O O O O O I I O
practice makes perfect,to keep practicing to get better at (certain) skills,She likes minute embroidery work and practice has made her perfect at it .,She likes minute embroidery work and all of her hard work has made her a master .,O O O O O O B O O O I I I O,O O O O O O B I O I O O O O I I O
practice makes perfect,to keep practicing to get better at (certain) skills,I train so hard for the marathons because I believe that practice makes perfect .,I train so hard for the marathons because I believe that repetitions are necessary for success .,O O O O O O O O O O O B I I O,O O O O O O O O O O O B I I O I O
practice makes perfect,to keep practicing to get better at (certain) skills,Have n't you heard that practice makes perfect ?,Have n't you heard that practicing more will make you better ?,O O O O O B I I O,O O O O O B I I I O I O
tick off,To complete an item on a list,I would like to tick off some more items on my list before going home,I would like to cross out some more items on my list before going home,O O O O B I O O O O O O O O O,O O O O B I O O O O O O O O O
tick off,To complete an item on a list,Please tick off the learners ' names as they enter the classroom,Please mark off the learners ' names as they enter the classroom,O B O O O O O O O O O O,O B O O O O O O O O O O
tick off,To complete an item on a list,She ticked off all of the things that she still had to do before the end of the day .,She marked off all of the things that she still had to do before the end of the day .,O B O O O O O O O O O O O O O O O O O O,O B O O O O O O O O O O O O O O O O O O
tick off,To complete an item on a list,Jackie shared things to tick off the list before leaving home for an international holiday .,Jackie shared things to check off the list before leaving home for an international holiday .,O O O O B O O O O O O O O O O O,O O O O B O O O O O O O O O O O
tick off,To complete an item on a list,The most important thing to tick off the list is my mobile phone .,The most important thing to check off the list is my mobile phone .,O O O O O B O O O O O O O O,O O O O O B O O O O O O O O
as mad as a hatter,it refers to someone being completely crazy,"The way he dressed for the event , he must be as mad as a hatter .","The way he dressed for the event , he must be completely crazy .",O O O O O O O O O O O B I I I I O,O O O O O O O O O O O B I O
as mad as a hatter,it refers to someone being completely crazy,My boss becomes as mad as a hatter when the work is not completed correctly and submitted on time .,My boss becomes insane when the work is not completed correctly and submitted on time .,O O O B I I I I O O O O O O O O O O O O,O O O B O O O O O O O O O O O O
as mad as a hatter,it refers to someone being completely crazy,The assignment that the student completed was so bad that the teacher got as mad as a hatter .,The assignment that the student completed was so bad that the teacher went crazy .,O O O O O O O O O O O O B I I I I I O,O O O O O O O O O O O O B I O
as mad as a hatter,it refers to someone being completely crazy,The doctor was as mad as a hatter seeing that the patient had not adhered to the strict diet that he was to follow .,The doctor was extremely mad seeing that the patient had not adhered to the strict diet that he was to follow .,O O O B O I I I O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O O
as mad as a hatter,it refers to someone being completely crazy,I 've just spent a week studying with Ross and finally realized that she is mad as a hatter . '',I 've just spent a week studying with Ross and finally realized that she is incomprehensible and crazy . '',O O O O O O O O O O O O O O O B I O I O O,O O O O O O O O O O O O O O O B O I O O
pin money,A small sum paid for a small service.,The maid service in this area are no longer available at pin money .,The maid service in this area are no longer available at small amounts of money .,O O O O O O O O O O O B O O,O O O O O O O O O O O B I I O O
pin money,A small sum paid for a small service.,I used to odd jobs when I was in high school to earn pin money .,I used to odd jobs when I was in high school to earn some side money .,O O O O O O O O O O O O O B O O,O O O O O O O O O O O O O B I O O
pin money,A small sum paid for a small service.,My niece will babysit for you for pin money .,My niece will babysit for you for a little bit of money .,O O O O O O O B O O,O O O O O O O B I I I O O
pin money,A small sum paid for a small service.,You ca n't buy such a thing with pin money .,You ca n't buy such a thing with such little money .,O O O O O O O O B O O,O O O O O O O O O B O O
pin money,A small sum paid for a small service.,It 's always good to have pin money set aside when running a business .,It 's always good to have a little bit of money set aside when running a business .,O O O O O O B O O O O O O O O,O O O O O O O B I I O O O O O O O O
pin money,A small sum paid for a small service.,The earning from this job is pin money but at least you get a good looking resume when you 've survived here for a year .,The earning from this job is not great but at least you get a good looking resume when you 've survived here for a year .,O O O O O O B I O O O O O O O O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O O O O O O O O
blow cover,to reveal the true identity,The custom 's officer recognised the man from a wanted poster and blew his cover right out .,The custom 's officer recognised the man from a wanted poster and gave up his identity right out .,O O O O O O O O O O O O B O I O O O,O O O O O O O O O O O O B I O I O O O
blow cover,to reveal the true identity,The income tax department as blown the cover off many tax evaders in the last three months .,The income tax department has found many tax evaders in the last three months .,O O O O B I O I I O O O O O O O O O,O O O O B I O O O O O O O O O
blow cover,to reveal the true identity,The new government regulation is intended to blow the cover of the people who hoard money .,The new government regulation is intended to reveal people who hoard money .,O O O O O O O B I I I I O O O O O,O O O O O O O B O O O O O
blow cover,to reveal the true identity,The lawyer blew the criminal 's cover in quite an interesting manner .,The lawyer revealed the criminal 's identity in quite an interesting manner .,O O B O O O I O O O O O O,O O B O O O I O O O O O O
blow cover,to reveal the true identity,"Although he has been a spy for many years , his cover was blown in this operation and hence he got caught .","Although he has been a spy for many years , his identity was spoiled in this operation and hence he got caught .",O O O O O O O O O O O B O I O O O O O O O O O,O O O O O O O O O O O B O I O O O O O O O O O
blow cover,to reveal the true identity,The burglar came to the marriage in a gentleman 's dress and hoped no one would blow his cover .,The burglar came to the marriage in a gentleman 's dress and hoped no one would inadvertently give up his cover .,O O O O O O O O O O O O O O O O B O O O,O O O O O O O O O O O O O O O O B I I O O O
blow cover,to reveal a secret,She did not intend to blow his cover but then her habit of blabbering did not help .,She did not intend to reveal his identity but then her habit of blabbering did not help .,O O O O O B O I O O O O O O O O O O,O O O O O B O I O O O O O O O O O O
blow cover,to reveal a secret,I bought some gold under the pretext of going shopping for clothes but my toddle blew my cover in front of my in-laws .,I bought some gold under the pretext of going shopping for clothes but my toddle gave me up in front of my in-laws .,O O O O O O O O O O O O O O O B O I O O O O O O,O O O O O O O O O O O O O O O B I I O O O O O O
blow cover,to reveal a secret,I told him everything and he blew my cover .,I told him my secrets and he revealed my secrets .,O O O B O O I O I O,O O O O B O O I O I O
blow cover,to reveal a secret,He totally blew his cover when getting drunk .,He totally revealed his secrets when getting drunk .,O O B O I O O O O,O O B O I O O O O
blow cover,to reveal a secret,The multilevel marketing company 's cover was blown when the journalist interviewed its top management .,The multilevel marketing company 's identity was revealed when the journalist interviewed its top management .,O O O O O B O I O O O O O O O O,O O O O O B O I O O O O O O O O
full cry,the phrase refers to completion of a task or which points to being in full swing,The opposition party was in full cry in the parliament yesterday to ensure that the changes proposed by the government are not passed as legislation .,The opposition party was eager in the parliament yesterday to ensure that the changes proposed by the government are not passed as legislation .,O O O O O B I O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O
full cry,the phrase refers to completion of a task or which points to being in full swing,She always speaks about her relationship in full cry and never lets anyone else talk .,She always speaks about her relationship continuously and never lets anyone else talk .,O O O O O O B I I O O O O O O O,O O O O O O B O O O O O O O
full cry,the phrase refers to completion of a task or which points to being in full swing,"The factory work will begin full cry in the month of March , not before that .","The factory work will begin maximizing production in the month of March , not before that .",O O O O O B I O O O O O O O O O O,O O O O O B I O O O O O O O O O O
full cry,the phrase refers to completion of a task or which points to being in full swing,After the strike it would be some time before production gets into full cry .,After the strike it would be some time before production gets into full go .,O O O O O O O O O O O O O B O,O O O O O O O O O O O O O B O
full cry,the phrase refers to completion of a task or which points to being in full swing,"My friend is working in full cry , he want to finish it as soon as possible .","My friend is working in fullly committed , he want to finish it as soon as possible .",O O O O O B I O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O
feel the pinch,experience financial hardship,"Since Farrokh was made redundant , we 've really felt the pinch and we ca n't even afford to buy the kids new shoes .","Since Farrokh was made redundant , we 've really been under financial hardship and we ca n't even afford to buy the kids new shoes .",O O O O O O O O O B O I O O O O O O O O O O O O O,O O O O O O O O O B I I I O O O O O O O O O O O O O
feel the pinch,experience financial hardship,Everyone 's going to feel the pinch in this new financial year .,Everyone 's going to feel a drop in income in this new financial year .,O O O O O B I O O O O O O,O O O O O B I O I O O O O O O
feel the pinch,experience financial hardship,All the major companies are feeling the pinch this year .,All the major companies are feeling financial hardship this year .,O O O O O O O B O O O,O O O O O O B I O O O
feel the pinch,experience financial hardship,"Since the benefit cuts have been introduced , a lot of low income households are feeling the pinch .","Since the benefit cuts have been introduced , a lot of low income households are feeling the financial hardship .",O O O O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O O O O B I O
feel the pinch,experience financial hardship,Many families are going to feel the pinch if this new tax law is passed .,Many families are going to feel the financial hardship if this new tax law is passed .,O O O O O O O B O O O O O O O O,O O O O O O O B I O O O O O O O O
get under skin,to be irritating,The new manager is getting under my skin .,The new manager is irritating me .,O O O O B I I I O,O O O O B I O
get under skin,to be irritating,My mom 's narrow attitude about gender equality really gets under my skin .,My mom 's narrow attitude about gender equality really irritates me .,O O O O O O O O O B I I I O,O O O O O O O O O B I O
get under skin,to be irritating,I know that she is capable of getting under your skin but please bear with her for a while .,I know that she is capable of bothering you but please bear with her for a while .,O O O O O O O B I I I O O O O O O O O O,O O O O O O O B I O O O O O O O O O
get under skin,to be irritating,I am just going to tolerate you until you find another apartment and Do n't get under my skin until then .,I am just going to tolerate you until you find another apartment and Do n't annoy me until then .,O O O O O O O O O O O O O O O B I I I O O O,O O O O O O O O O O O O O O O B I O O O
get under skin,to be irritating,You alone can stop him from getting under your skin .,You alone can stop him from irritating you .,O O O O O O B I I I O,O O O O O O B I O
get under skin,to be irritating,Simon really got under my skin when he said something so derogatory about women .,Simon really irritated me when he said something so derogatory about women .,O O B I I I O O O O O O O O O,O O B I O O O O O O O O O
get under skin,to be irritating,I love this new purse and The last one was really getting under my skin with all the bows on it . ',I love this new purse and The last one was really annoying me with all the bows on it . ',O O O O O O O O O O O B I I I O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O
lovey-dovey,too romantic,"We had gone for lunch with our boss and his wife , but it was pretty awkward with a couple getting lovey-dovey a couple of tables away from us .","We had gone for lunch with our boss and his wife , but it was pretty awkward with a couple showing lot of love or affection a couple of tables away from us .",O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B I O I I I O O O O O O O O
lovey-dovey,too romantic,The couple at the front row kept getting lovey-dovey with each other while the rest of us tried to ignore them and watch the movie .,The couple at the front row kept getting excessively affectionate with each other while the rest of us tried to ignore them and watch the movie .,O O O O O O O O B O O O O O O O O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O O O O O O O O
lovey-dovey,too romantic,"Its awkward going out with Sue and Rob and They keep getting all lovey-dovey ignoring everything else , and you end up feeling embarrassed .","Its awkward going out with Sue and Rob and They keep getting all mushy ignoring everything else , and you end up feeling embarrassed .",O O O O O O O O O O O O O B O O O O O O O O O O O,O O O O O O O O O O O O O B O O O O O O O O O O O
lovey-dovey,too romantic,Around sunset the river front is full of love struck couples getting all lovey-dovey with each other .,Around sunset the river front is full of love struck couples getting all publicly affectionate with each other .,O O O O O O O O O O O O O B O O O O,O O O O O O O O O O O O O B I O O O O
lovey-dovey,too romantic,"I always used to think that Dan was a very reserved person , but after watching him get lovey-dovey with his girlfriend at the club , I think there 's another side to him .","I always used to think that Dan was a very reserved person , but after watching him get sentimentally affectionate with his girlfriend at the club , I think there 's another side to him .",O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O
lovey-dovey,too romantic,They are always holding hands and kissing in public and They are a lovey-dovey couple .,They are always holding hands and kissing in public and They are an affectionate couple .,O O O O O O O O O O O O B I O O,O O O O O O O O O O O O B I O O
throw caution to the winds,usually used to denote a decision that is not well thought of or behaviour that is considered reckless,The caretaker threw caution to the winds when taking the baby out of the house even though he was already sick .,The caretaker made a poor decision when taking the baby out of the house even though he was already sick .,O O B I I O I O O O O O O O O O O O O O O O,O O B I I I O O O O O O O O O O O O O O O
throw caution to the winds,usually used to denote a decision that is not well thought of or behaviour that is considered reckless,She throws caution to the winds every time she goes shopping and Her purchases are always among the most expensive and her husband keeps trying his best to pay the bills off later .,She ignores consequences every time she goes shopping and Her purchases are always among the most expensive and her husband keeps trying his best to pay the bills off later .,O B I O O I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
throw caution to the winds,usually used to denote a decision that is not well thought of or behaviour that is considered reckless,"Although I threw all caution to the winds at the casino , it did not take me long to come back to my senses and not blow off all my savings .","Although I was reckless at the casino , it did not take me long to come back to my senses and not blow off all my savings .",O O B O I O O I O O O O O O O O O O O O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O O O O O O O O O O O O O
throw caution to the winds,usually used to denote a decision that is not well thought of or behaviour that is considered reckless,It is advisable that the tourists do not throw caution to the winds especially in this part of the city because the crime rate here is quite high .,It is advisable that the tourists do not act rashly especially in this part of the city because the crime rate here is quite high .,O O O O O O O O B I I O I O O O O O O O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O O O O O O O
throw caution to the winds,usually used to denote a decision that is not well thought of or behaviour that is considered reckless,Walking alone at night in the inner city is like throwing caution to the winds .,Walking alone at night in the inner city is reckless/,O O O O O O O O O B I I I O I I,O O O O O O O O O B
anything but,by no means,"We went to see that new action film on Thursday night and it was anything but good , in fact , I fell asleep .","We went to see that new action film on Thursday night and it was the opposite of good , in fact , I fell asleep .",O O O O O O O O O O O O O O B I O O O O O O O O O,O O O O O O O O O O O O O O B I I O O O O O O O O O
anything but,by no means,"My daughter was anything but a sound sleeper , she kept me awake all night most of the first year .","My daughter was certainly not a sound sleeper , she kept me awake all night most of the first year .",O O O B I O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O
anything but,by no means,He has no idea about money and he said it would be a cheap holiday ; it turned out to be anything but .,He has no idea about money and he said it would be a cheap holiday ; it was by no means such .,O O O O O O O O O O O O O O O O O B I I O I I O,O O O O O O O O O O O O O O O O O B I O I I O
anything but,by no means,The new boss is anything but charming when I met him .,The new boss is by no means charming when I met him .,O O O O B I O O O O O O,O O O O B I I O O O O O O
anything but,by no means,Our meeting schedule is anything but definite .,Our meeting schedule is not definite .,O O O O B I O O,O O O O B O O
comb through,to be looking for or searching for something,I am combing through my purse to find the keys .,I am searching through my purse to find the keys .,O O B O O O O O O O O,O O B O O O O O O O O
comb through,to be looking for or searching for something,She combed through his belongings to check if he indeed had the papers .,She searched through his belongings to check if he indeed had the papers .,O B O O O O O O O O O O O O,O B O O O O O O O O O O O O
comb through,to be looking for or searching for something,I have not found a good reason to comb through her wardrobe but will only wait until she purchases one more dress .,I have not found a good reason to properly examine her wardrobe but will only wait until she purchases one more dress .,O O O O O O O O B I O O O O O O O O O O O O O,O O O O O O O O B I O O O O O O O O O O O O O
comb through,to be looking for or searching for something,Her scalp was combed through by the dermatologist to find any signs of dandruff after the expensive treatment was completed .,Her scalp was examined by the dermatologist to find any signs of dandruff after the expensive treatment was completed .,O O O B I O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
comb through,to be looking for or searching for something,You can not possibly be serious about combing through this mess to find your lost ring !,You can not possibly be serious about searching through this mess to find your lost ring !,O O O O O O O B O O O O O O O O O,O O O O O O O B O O O O O O O O O
comb through,to be looking for or searching for something,Looks like your wife has combed through your laptop while you were away .,Looks like your wife has checked through your laptop while you were away .,O O O O O B O O O O O O O O,O O O O O B O O O O O O O O
comb through,to be looking for or searching for something,My mother likes to comb through the living room after the maid has finished cleaning there .,My mother likes to thoroughly check the living room after the maid has finished cleaning there .,O O O O B I O O O O O O O O O O O,O O O O B I O O O O O O O O O O O
comb through,to be looking for or searching for something,Carry only so much in your hand luggage at the airport which you will be able to comb through if the authorities require it .,Carry only so much in your hand luggage at the airport which you will be able to look through if the authorities require it .,O O O O O O O O O O O O O O O O O B O O O O O O O,O O O O O O O O O O O O O O O O O B O O O O O O O
comb through,to be looking for or searching for something,I have combed through my daughter 's bag to find the book but have not been able to find it . ',I have looked through my daughter 's bag to find the book but have not been able to find it . ',O O B O O O O O O O O O O O O O O O O O O O,O O B O O O O O O O O O O O O O O O O O O O
the better of,to become superior to someone or thing,The man has seen many troubled times and is determined to give the better of days to his children .,The man has seen many troubled times and is determined to give better times to his children .,O O O O O O O O O O O O B O I I O O O O,O O O O O O O O O O O O O O O O O O
the better of,to become superior to someone or thing,I am going to get the better of this competition even if it is the last thing that I do .,I am going to win this competition even if it is the last thing that I do .,O O O O B O I I O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O
the better of,to become superior to someone or thing,My daughter got the better of the pie when competing with her brother for it .,My daughter got the edge when competing with her brother for it .,O O O O B I O I O O O O O O O O,O O O O B O O O O O O O O
the better of,to become superior to someone or thing,She tried to get the better of me in the game but lost anyway .,She tried to beat me in the game but lost anyway .,O O O B O I I O O O O O O O O,O O O B O O O O O O O O
the better of,to become superior to someone or thing,He has been wanting to get the better of me in math all through highschool .,He has been wanting to beat me in math all through highschool .,O O O O O B I I I O O O O O O O,O O O O O B O O O O O O O
the better of,to become superior to someone or thing,To become the better of person you will need to forgive what happened and move on with your life .,To become the better person you will need to forgive what happened and move on with your life .,O O O O B O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O
the better of,to become superior to someone or thing,He is definitely the better of the two seeing as how smart and accomplished he is .,He is definitely the winner seeing as how smart and accomplished he is .,O O O O B I O I O O O O O O O O O,O O O O B O O O O O O O O O
the better of,to become superior to someone or thing,The boy from the small town was determined to have the better of his competitors . ',The boy from the small town was determined to have victory over his competitors . ',O O O O O O O O O O O B I O O O O,O O O O O O O O O O B I O O O O
turn out,to arrive at an event,They had fewer people turn out for their party than they anticipated,They had fewer people come to their party than they anticipated,O O O O B I I O O O O O,O O O O B I O O O O O
turn out,to arrive at an event,We had more people turn out for the conference this year than ever before .,We had more people arrive for the conference this year than ever before .,O O O O B I O O O O O O O O O,O O O O B O O O O O O O O O
turn out,to arrive at an event,It is heartening to see that over 75 percent of the electorate turned out to vote .,It is heartening to see that over 75 percent of the electorate came to vote .,O O O O O O O O O O O O B I O O O,O O O O O O O O O O O O B O O O
turn out,to arrive at an event,Thousands of screaming fans turned out to welcome the champions home,Thousands of screaming fans gathered to welcome the champions home,O O O O B I O O O O O,O O O O B O O O O O
turn out,to arrive at an event,A lot of actors turned out for the audition,A lot of actors arrived for the audition,O O O O B I O O O,O O O O B O O O
over the moon,extremely pleased or happy,Judy was over the moon when Tim proposed to her .,Judy was elated when Tim proposed to her .,O O B I I O O O O O O,O O B O O O O O O
over the moon,extremely pleased or happy,He was over the moon when he got a job with his dream company .,He was filled with joy when he got a job with his dream company .,O O B I I O O O O O O O O O O,O O B O I O O O O O O O O O O
over the moon,extremely pleased or happy,My daughter was over the moon when she got her new bicycle .,My daughter was delighted when she got her new bicycle .,O O O B I I O O O O O O O,O O O B O O O O O O O
over the moon,extremely pleased or happy,The players were over the moon after overcoming a tough opponent to win the championship .,The players were extremely happy after overcoming a tough opponent to win the championship .,O O O B O I O O O O O O O O O O,O O O B I O O O O O O O O O O
over the moon,extremely pleased or happy,We were over the moon when we finally moved into our new house .,We were excited when we finally moved into our new house .,O O B I I O O O O O O O O O,O O B O O O O O O O O O
over the moon,extremely pleased or happy,She was over the moon when she was declared the winner of the singing competition . ',She was extremely pleased when she was declared the winner of the singing competition . ',O O B O I O O O O O O O O O O O O,O O B I O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,I am under no illusion that living in Canada is going to be very easy .,I am know that living in Canada is going to be very easy .,O O B I I O O O O O O O O O O O,O O B O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,"The NASA was under no illusion when they disconnected suddenly with the probe right before the landing on the surface of the Venus , they knew , it 's crashed .","The NASA was fully aware when they disconnected suddenly with the probe right before the landing on the surface of the Venus , they knew , it 's crashed .",O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,"The company is under no illusion about this trial , which is the reason that they have offered such a high out of the court settlement amount .","The company is fully aware this trial , which is the reason that they have offered such a high out of the court settlement amount .",O O O B I I I O O O O O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,She is under no illusion about the fact that her parents will be choosing a groom for her .,She is completely conscious about the fact that her parents will be choosing a groom for her .,O O B I I O O O O O O O O O O O O O O,O O B I O O O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,The director was under no illusion about the performance of the company when he finally got to the see the financial data for the quarter end .,The director was conscious about the performance of the company when he finally got to the see the financial data for the quarter end .,O O O B I I O O O O O O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,I can be under no illusion about how you intend to proceed with the treatment of this tumor .,I must know how you intend to proceed with the treatment of this tumor .,O B I I I I I O O O O O O O O O O O O,O B I O O O O O O O O O O O O
under no illusions,be completely conscious of the real status of situation,The mayor was under no illusion about the quality of infrastructure of the city .,The mayor knew the true quality of infrastructure of the city .,O O B I I I I O O O O O O O O,O O B O I O O O O O O O
under no illusions,be completely conscious of the real status of situation,My client is under no illusion about this case leading to something big in the future .,My client understands that this case could lead to something big in the future .,O O B I I I I O O I O O O O O O O,O O B I O O I I O O O O O O O
under no illusions,be completely conscious of the real status of situation,The student was under no illusion about how he would score this time . ',The student was completely aware about how he would score this time . ',O O O B I I O O O O O O O O O,O O O B I O O O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","I will not be going to the party and By the way , I do not like him too much .","I will not be going to the party and incidentally , I do not like him too much .",O O O O O O O O O B O I O O O O O O O O O,O O O O O O O O O B O O O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","You need n't know everything about him and By the way , he has great bank balance .","You need n't know everything about him and additionally , he has great bank balance .",O O O O O O O O B I I O O O O O O O,O O O O O O O O B O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","By the way , I will come to your house in a while to update my notes.To go for the movie will seriously damage my schedule and By the way , you are not going either .","By the way , I will come to your house in a while to update my notes.To go for the movie will seriously damage my schedule and you are not going either .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point","By the way , my mother will be home for dinner tomorrow and Be sure to get done with your meetings sooner so you can spend some time with her.Do n't you know that he has moved on ?","Incidentally , my mother will be home for dinner tomorrow and Be sure to get done with your meetings sooner so you can spend some time with her.Do n't you know that he has moved on ?",B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
by the way,"additionally, not in context with the ongoing conversation or as a side point",would be taking your car for my concert and I won 't be able to find a taxi to such a place . `` By the way ',would be taking your car for my concert and I won 't be able to find a taxi to such a place . `` Incidentally ',O O O O O O O O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O O O O O O O O B O
tear-jerking,something that evokes sadness,This movie is a total tear-jerking for anyone who has lost a parent .,This movie is a total evoker of sadness for anyone who has lost a parent .,O O O O O B O O O O O O O O,O O O O O B I I O O O O O O O O
tear-jerking,something that evokes sadness,My heart goes out to such tear-jerkers .,My heart goes out to such sentimental stories .,O O O O O O B O,O O O O O O B I O
tear-jerking,something that evokes sadness,"This song will surely be a tear-jerking for you , I just know it .","This song will surely make you sad or sympathetic , I just know it .",O O O O B I I I O O O O O O O,O O O O B O I I I O O O O O O
tear-jerking,something that evokes sadness,All the nominations for the award this year are tear-jerkers and I do n't like any one of them .,All the nominations for the award this year are purposefully sadness-evoking and I do n't like any one of them .,O O O O O O O O O B O O O O O O O O O O,O O O O O O O O O B I O O O O O O O O O O
tear-jerking,something that evokes sadness,"She always goes for the tear-jerking movies , can we please see a comedy tonight ?","She always goes for the sad movies , can we please see a comedy tonight ?",O O O O O B O O O O O O O O O O,O O O O O B O O O O O O O O O O
